temp,a_ii,a_jj,a_ij,a_ji,nd,rfd,error
38C,1.89060763746236,0,2,2,-Inf,Inf,36.0627210817569
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.92175060166909,1.44919865117521,-1.9999,2.5001,NaN,NaN,347.490484833319
34C,2.46559809382844,1.08334293256842,-1.99990058391332,2.5001,NaN,NaN,385.173774557522
36C,10.6593608471077,0.533665522144499,-1.9999,2.5,NaN,NaN,12.5699131657371
38C,5.5097503101077,0,-2,2.5,NaN,NaN,53.694175067837
40C,3.18042602644016,0,-2,2.5,NaN,NaN,91.630986672392
32C,0.499924183048449,0.507482068193739,2.0001,-2.4999,NaN,NaN,364.985080146348
34C,0,2.39102634740663,2,-2.5,NaN,0,97.7336177132705
36C,0,3.62912289417015,2,-2.5,NaN,0,45.0570694313559
38C,1.34493003745463,8.27318307071112,2,-2.4999,NaN,NaN,8.65196960655235
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,1.60762173586649,2,2.5001,-Inf,0,117.171663407352
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,2.18657562999169,0,2.0000892882947,2.5,-Inf,Inf,58.3310526818698
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.68843781712274,1.44919461939075,-1.9999,3.0001,NaN,NaN,347.490484833405
34C,1.56574491343526,1.08334295391467,-1.9999,3.0001,NaN,NaN,385.173774559846
36C,NA,NA,NA,NA,NA,NA,NA
38C,6.65299836583042,0,-2,3,NaN,NaN,74.258159964623
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,2.50349986166923,2,-3,NaN,0,96.624654576451
36C,0,3.89103881372746,2,-2.9999,NaN,0,45.0648978769122
38C,1.32917553914332,9.38850856947062,2,-2.9999,NaN,NaN,9.4182735265443
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.547765436159017,1.56971814790412,2,3.00009943010513,-1.64164631285492,0.482318195929969,119.432925637064
34C,0,1.12277392707011,2,3.00000494296736,-Inf,0,107.400590069582
36C,NA,NA,NA,NA,NA,NA,NA
38C,2.38305172437294,0,2.0001,3,-Inf,Inf,78.1302166402729
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.63349401496193,1.44919641365541,-1.9999,3.5001,NaN,NaN,347.490484851139
34C,1.58728288831462,1.08334299063384,-1.99990864961272,3.50009253626216,NaN,NaN,385.173774564305
36C,NA,NA,NA,NA,NA,NA,NA
38C,7.82475253677953,0,-2,3.5,NaN,NaN,91.7502257951345
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.8081401122771,2,-3.5,NaN,0,116.76464113498
34C,0,2.6156471758331,2,-3.5,NaN,0,95.4985421561802
36C,0,4.15391635450884,2,-3.4999,NaN,0,45.1371232394903
38C,1.31517957537349,10.5168411737205,2,-3.4999,NaN,NaN,10.1486683088598
40C,1.28017117169348,84.798829367154,2,-3.4999,NaN,NaN,9.84016982196286
32C,NA,NA,NA,NA,NA,NA,NA
34C,0.472311524579927,1.03781556826899,2,3.50007411846912,-2.7790205750937,0.50995347779152,110.065722580381
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.55662075510128,0.503610249057612,-1.9999,4.0001,NaN,NaN,481.933252607387
34C,1.56120264613084,1.08334307733627,-1.99990449521312,4.00009663857327,NaN,NaN,385.173774555251
36C,10.7599703275195,0.104416325845074,-1.9999,4,NaN,NaN,14.0452789990234
38C,9.00734848359068,0,-2,4,NaN,NaN,106.446505561594
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.500144794067213,0.516666943024294,2.0001,-3.9999,NaN,NaN,388.516367548847
34C,0,2.72726240551307,2,-4,NaN,0,94.3610741625519
36C,0,4.41782747077516,2,-3.9999,NaN,0,45.2591889751967
38C,1.30277651943931,11.6552885829679,2,-3.9999,NaN,NaN,10.8249790662524
40C,1.13700733322597,20.6060793683403,2.0001,-3.9999,NaN,NaN,321.711083795787
32C,NA,NA,NA,NA,NA,NA,NA
34C,0.460371187191782,0.920295789699929,2,4.00009229380302,-3.34542460048408,0.500115531153228,110.692027770668
36C,0.5,0.5,2,4,-4.65685424949238,0.707106781186548,195.081983561565
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.51080273383807,0.502880018782404,-1.9999,4.5001,NaN,NaN,482.103328892282
34C,21.7453825330284,0.453797743052617,-1.9999,4.5,NaN,NaN,50.0894765697664
36C,11.0828718119565,0,-1.9999,4.5,NaN,NaN,14.9765055002555
38C,10.1865660436028,0,-2,4.5,NaN,NaN,118.823315338327
40C,1.47759144191519,0,-1.9999,4.5,NaN,NaN,266.840231971374
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,2.83851414171754,2,-4.5,NaN,0,93.2177986543174
36C,0,4.68278528073742,2,-4.4999,NaN,0,45.4186805643179
38C,1.29183446082118,12.8021269622986,2,-4.4999,NaN,NaN,11.4407022391446
40C,0.553285745482383,3.36008511655067,2.0001,-4.5,NaN,NaN,630
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.6033740222248,1.44919807360765,-1.9999,5.0001,NaN,NaN,347.490484832756
34C,21.7408617595048,0.377692863944116,-1.9999,5,NaN,NaN,52.3237652132995
36C,12.265653841095,0,-1.9999,5,NaN,NaN,18.5345451456937
38C,2.38057379867014,0,-1.9999,5,NaN,NaN,177.304811012257
40C,1.44885171624362,0,-1.9999,5,NaN,NaN,272.240168677809
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,2.9494008160327,2,-5,NaN,0,92.0739130854638
36C,0,4.9487748391143,2,-4.9999,NaN,0,45.6054685971777
38C,1.28219894519095,13.9558570953616,2,-4.9999,NaN,NaN,11.9954598561015
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,0.500130031860506,0.502281467395104,2.00009341148065,5,-5.30950222242398,0.631114309504968,117.248866093224
36C,NA,NA,NA,NA,NA,NA,NA
38C,1.09985543161492,0,2.0001,5,-Inf,Inf,136.255868833702
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.79789439913385,1.14324998405872,-2.4999,1e-04,NaN,NaN,355.304113510756
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,3.55581264110335,2.89419217489213,-2.4999,0,1,NaN,3.73392648806458
40C,1.41137322924332,4.44647090970643,-2.5,1e-04,NaN,NaN,315.647491848718
32C,0,2.67934620178239,2.5,1e-04,-Inf,0,131.843332411757
34C,0,2.3251992778251,2.5,0,NaN,NaN,120.860282997567
36C,0,2.94132303598704,2.5,0,NaN,NaN,62.1023222673452
38C,1.21768280137655,3.03992496043839,2.5,0,1,Inf,8.90892144176211
40C,0.520297824957319,1.40346821103268,2.50000013598221,1e-04,0.981496975628473,96.2708333563758,630
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.622009341763,1.44919481511175,-2.4999,0.5001,NaN,NaN,347.490484834932
34C,1.58025950374414,0.701836964136465,-2.4999,0.5001,NaN,NaN,643.976822117825
36C,3.95782550362144,0.698292125885881,-2.4999,0.5001,NaN,NaN,220.937435242852
38C,3.54004936750239,1.88815523441923,-2.5,0.5,NaN,NaN,5.12561546471084
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.80012665179955,2.5,-0.5,NaN,0,131.843946818942
34C,0,2.46550286983925,2.5,-0.5,NaN,0,120.00427780716
36C,0,3.2628255279349,2.5,-0.5,NaN,0,61.6843978748325
38C,1.18905658067795,4.06421383838503,2.5,-0.5,NaN,NaN,7.83829802641013
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.55785049057736,2.5,0.500068582039219,-Inf,0,131.823923032563
34C,0,2.18343602428322,2.5,0.5,-Inf,0,121.662452548382
36C,0,2.61681533184891,2.5,0.5,-Inf,0,62.5320007823417
38C,1.23742665190541,1.99642738759141,2.5,0.5,0.288674276695258,1.76042681640636,11.1667619675446
40C,1.2719853164057,11.765153009006,2.5,0.5,0.710988470928085,0.735236842502868,6.9881539428427
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,27.386586085601,1.27510898849835,-2.5,1,NaN,NaN,53.6195333638539
34C,1.49931766705142,0.59853935412693,-2.4999,1.0001,NaN,NaN,657.782590805561
36C,NA,NA,NA,NA,NA,NA,NA
38C,3.51311479765092,0.868161339299131,-2.5,1,NaN,NaN,7.6956103615693
40C,1.55333408636829,3.04429006751291,-2.5,1,NaN,NaN,7.48104786519493
32C,0,2.91949146940923,2.5,-0.999999076966558,NaN,0,131.825537332208
34C,0,2.60479801973277,2.5,-1,NaN,0,119.09915649923
36C,0,3.58226149503069,2.5,-1,NaN,0,61.311234179255
38C,1.16260104440063,5.09912843007384,2.5,-0.9999,NaN,NaN,7.6382568496168
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.43623490200342,2.5,1.0001,-Inf,0,131.786104781035
34C,0,2.0403027615453,2.5,1,-Inf,0,122.406786341992
36C,0,2.28872114942777,2.5,1,-Inf,0,62.9332851128643
38C,1.21762600928451,0.884476131856301,2.5,1,-0.523596573633809,1.85517081571328,14.2621413484855
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.52177347942344,0.517831156915445,-2.4999,1.5001,NaN,NaN,478.537284246771
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,3.64909462915224,0,-2.5,1.5,NaN,NaN,11.964190950804
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.0391688108697,2.5,-1.4999000000001,NaN,0,131.788106215105
34C,0,2.74298864588539,2.5,-1.5,NaN,0,118.150143303802
36C,0,3.90051894222416,2.5,-1.5,NaN,0,61.0032433793914
38C,1.13994059839876,6.15533358005955,2.5,-1.4999,NaN,NaN,7.94017723216514
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.31404364296368,2.5,1.50000012421206,-Inf,0,131.730219552125
34C,0,1.89579010358096,2.5,1.5,-Inf,0,123.090130356739
36C,0,1.96233333702624,2.5,1.5,-Inf,0,63.2737191751588
38C,1.25748197980341,0,2.5,1.5,-Inf,Inf,17.9991122460486
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,8.07676023638814,1.44919519468103,-2.4999,2.0001,NaN,NaN,347.490484841363
34C,NA,NA,NA,NA,NA,NA,NA
36C,12.2397072580285,0.68936965158237,-2.4999,2,NaN,NaN,13.9822358406673
38C,4.72282077426526,0,-2.5,2,NaN,NaN,30.2562593584466
40C,2.58016157376751,0,-2.5,2,NaN,NaN,57.7312639321323
32C,0,3.15724485396151,2.5,-2,NaN,0,131.731608519868
34C,0,2.87979147003175,2.5,-2,NaN,0,117.162920675611
36C,0,4.21833140711207,2.5,-2,NaN,0,60.7682836618396
38C,1.12066065773041,7.23303982990563,2.5,-1.9999,NaN,NaN,8.49223639737543
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.18763874934412,2.5,2.0001,-Inf,0,131.658040841949
34C,0,1.75890877168435,2.5,2,-Inf,0,123.718525735195
36C,NA,NA,NA,NA,NA,NA,NA
38C,1.56900085811854,0,2.5,2,-Inf,Inf,36.2084597081227
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.26131352310878,1.44919950443044,-2.4999,2.5001,NaN,NaN,347.490484828153
34C,1.49006709731104,0.534246130536363,-2.4999,2.5001,NaN,NaN,619.295922249108
36C,NA,NA,NA,NA,NA,NA,NA
38C,5.8860991577727,0,-2.5,2.5,NaN,NaN,52.8500317915014
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.27474676438453,2.5,-2.5,NaN,0,131.656326782057
34C,0,3.01578944418449,2.5,-2.5,NaN,0,116.143417158406
36C,0,4.5362895080053,2.5,-2.5,NaN,0,60.6049992415435
38C,1.10414254664756,8.32923167131393,2.5,-2.4999,NaN,NaN,9.14709812387803
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.06690725221761,2.5,2.5001,-Inf,0,131.577883289218
34C,0,1.60414886650553,2.5,2.5,-Inf,0,124.268446201722
36C,NA,NA,NA,NA,NA,NA,NA
38C,1.76989672856575,0,2.5001,2.5,-Inf,Inf,58.1733335628117
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,7.4011222993127,1.44918841432562,-2.4999,3.0001,NaN,NaN,347.490484844746
34C,1.84731787211368,1.08334348550606,-2.4999,3.0001,NaN,NaN,385.173774537055
36C,12.3007850328253,0.3952233192014,-2.4999,3,NaN,NaN,14.4481930307919
38C,7.10668865835736,0,-2.5,3,NaN,NaN,73.3286466462476
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.499846744313381,0.504501554940791,2.5001,-2.9999,NaN,NaN,371.364960609856
34C,0,3.15094833277192,2.5,-3,NaN,0,115.097698180818
36C,0,4.8548131188166,2.5,-3,NaN,0,60.5067241621323
38C,1.0898943274436,9.4406984429388,2.5,-2.9999,NaN,NaN,9.82421747440512
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.585036760637568,2.03281704996356,2.5,3.0001,-1.51129160376794,0.489716311084536,135.24287337684
34C,0.470815764230171,1.50237357563937,2.5,3.0001,-2.25629246063468,0.511020907106651,127.777419593542
36C,NA,NA,NA,NA,NA,NA,NA
38C,1.36980286247822,0,2.5001,3,-Inf,Inf,78.8834334661222
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,3.96548307748668,1.44919693591168,-2.4999,3.5001,NaN,NaN,347.490484840994
34C,1.48958545551159,0.523359750800804,-2.4999,3.5001,NaN,NaN,622.554430574543
36C,12.3380482659175,0.25017382580525,-2.4999,3.5,NaN,NaN,14.8391110629987
38C,8.36110712861979,0,-2.5,3.5,NaN,NaN,90.7586038608737
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.500013012968273,0.51049318264783,2.5001,-3.49990024163214,NaN,NaN,377.643265416934
34C,0,3.28532065409189,2.5,-3.5,NaN,0,114.03180070668
36C,0,5.17420502008849,2.5,-3.5,NaN,0,60.464511196067
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.532725681692416,1.90096775400407,2.5,3.5000985669903,-1.93948297936637,0.447398278658403,134.813894367506
34C,0,1.31864683467403,2.5,3.5,-Inf,0,125.272982495907
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.9244812247257,1.44919555344205,-2.4999,4.0001,NaN,NaN,347.490484849986
34C,1.58427614626495,1.08334305007784,-2.49990826397302,4.00009345371281,NaN,NaN,385.173774561089
36C,NA,NA,NA,NA,NA,NA,NA
38C,9.63343766288465,0,-2.5,4,NaN,NaN,105.413973857435
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,3.41900579083935,2.5,-4,NaN,0,112.951614672007
36C,0,5.49457870992546,2.5,-3.9999,NaN,0,60.4690210229485
38C,1.06684059729321,11.6984511970701,2.5,-3.9999,NaN,NaN,11.0985257163809
40C,NA,NA,NA,NA,NA,NA,NA
32C,0.5066863306752,1.774495929061,2.5,4.0000994257065,-2.3350189018792,0.422441622142218,134.560891627264
34C,0.441439509727101,1.22202950309031,2.5,4.00009828862487,-3.30555250575509,0.475148571386281,128.518221098603
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.56438537924276,0.503431350521713,-2.4999,4.5001,NaN,NaN,481.974957070782
34C,1.56360757735821,1.08334311866546,-2.49990606493215,4.50009646698757,NaN,NaN,385.173774558548
36C,12.7429804662996,0,-2.4999,4.5,NaN,NaN,16.0985703051733
38C,10.9122578124021,0,-2.5,4.5,NaN,NaN,117.770488846544
40C,1.47570360992432,0,-2.4999,4.5,NaN,NaN,267.287011626937
32C,0,3.73767538251407,2.5,-4.49990890843169,NaN,0,131.173461361534
34C,0,3.55207725713464,2.5,-4.5,NaN,0,111.862762282607
36C,0,5.81615472735252,2.5,-4.4999,NaN,0,60.5115388476749
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.51261043496654,0.502785702655937,-2.4999,5.0001,NaN,NaN,482.125264302803
34C,1.55185067794605,1.08334319125171,-2.49990495147358,5.00009792056807,NaN,NaN,385.173774549935
36C,14.0956312600472,0,-2.4999,5,NaN,NaN,19.4905286444128
38C,2.39520631412358,0,-2.4999,5,NaN,NaN,177.781502094752
40C,1.44800849663797,0,-2.4999,5,NaN,NaN,272.578224960159
32C,NA,NA,NA,NA,NA,NA,NA
34C,0,3.68454729379279,2.5,-5,NaN,0,110.770510819718
36C,0,6.13892497321943,2.5,-4.9999,NaN,0,60.5843996582478
38C,1.0493644317839,13.9904045573128,2.5,-4.9999,NaN,NaN,12.1821779694795
40C,0.629726227595424,5.74549657455205,2.5001,-4.9999,NaN,NaN,534.418972652453
32C,0.552562558165081,1.52539668456623,2.5,5.0001,-2.85103285250851,0.425578801335948,134.638877102681
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,2.26588054954807,1.44918233386886,-2.9999,1e-04,NaN,NaN,347.49048483559
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,1.41137474653859,3.72591196364181,-3,1e-04,NaN,NaN,315.647491849314
32C,0,3.30080797861474,3,1e-04,-Inf,0,146.799603578776
34C,0,2.87109205265145,3,0,NaN,NaN,137.536846479667
36C,0,3.57251062530765,3,0,NaN,NaN,75.3626814045491
38C,0.98866055092419,3.08895322946494,3,0,1,Inf,10.0835453269107
40C,0.52898532356826,1.3441508799924,3,1e-04,0.979459320533858,108.657179737091,630
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.63471044255911,1.44919977754065,-2.9999,0.5001,NaN,NaN,347.490484828252
34C,1.82150372848971,0.713246311120529,-2.9999,0.5001,NaN,NaN,614.336933913548
36C,3.9578163112347,0.646387466637603,-2.9999,0.5001,NaN,NaN,220.937435243784
38C,3.76922862153986,1.89234855511183,-3,0.5,NaN,NaN,5.06485594542997
40C,1.21725263967772,0.755773751766869,-3,0.5001,NaN,NaN,168.587735573821
32C,0,3.44097781189548,3,-0.4999,NaN,0,146.822460586349
34C,0,3.03593420579624,3,-0.5,NaN,0,136.778011005386
36C,-5.55111512312578e-17,1.46015858370477,3,-0.4999,-136022910.275479,1.51045977170016e-08,144.05791881046
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.15897512856825,3,0.5001,-Inf,0,146.758904797012
34C,0,2.70448582297455,3,0.5,-Inf,0,138.245243983775
36C,0,3.18785623803838,3,0.5,-Inf,0,75.7074679364131
38C,1.01154936158642,2.02419734632246,3,0.5,0.144094802238544,1.7315807127482,12.274747644472
40C,1.01516495940531,0.519944235262535,3.00009669528708,0.5001,-0.685968128461827,3.42238705596601,183.321519341869
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,30.058592151152,1.29392946517914,-3,1,NaN,NaN,53.2845535783202
34C,1.502753899954,0.592184762237906,-2.9999,1.0001,NaN,NaN,677.262835248649
36C,3.95784017093688,0.57023346436071,-2.9999,1.0001,NaN,NaN,220.937435245493
38C,3.74291912290663,0.870541850292268,-3,1,NaN,NaN,7.46120170324361
40C,1.58132567329561,3.04545354456455,-3,1,NaN,NaN,7.45992730886921
32C,0,3.58064972466449,3,-1,NaN,0,146.827242581901
34C,0,3.19913279266621,3,-1,NaN,0,135.972951739495
36C,0,1.49226053159417,3,-0.9999,NaN,0,149.735275818863
38C,0.925207585513293,5.16525962558294,3,-1,NaN,NaN,8.56272278229197
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,3.01671615478998,3,1.0001,-Inf,0,146.700834401704
34C,0,2.53609509496135,3,1,-Inf,0,138.899520906761
36C,0,2.79880030368643,3,1,-Inf,0,76.0214811493188
38C,0.991096601018116,0.889392832947796,3,1,-0.844827744082803,1.82840250662438,15.0417339214411
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,1.49357778925252,0.559098222890446,-2.9999,1.5001,NaN,NaN,678.569701976263
36C,3.95782243808531,0.543211220233675,-3,1.5001,NaN,NaN,220.937435245399
38C,3.8867766255933,0,-3,1.5,NaN,NaN,11.4959622208657
40C,1.97975081332138,0,-3,1.5,NaN,NaN,21.4161665418893
32C,0,3.71872498549762,3,-1.49996478599787,NaN,0,146.81371602578
34C,0,3.36085076906672,3,-1.5,NaN,0,135.126379737349
36C,0,1.5254166752033,3,-1.4999,NaN,0,155.164070211705
38C,0.901024481547216,6.22080796169054,3,-1.4999,NaN,NaN,8.7059951534734
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.87011551412012,3,1.5001,-Inf,0,146.625605419765
34C,0,2.36583149066776,3,1.5,-Inf,0,139.496675023618
36C,0,2.41119722979687,3,1.5,-Inf,0,76.2832475722612
38C,1.01849698097427,0,3,1.5,-Inf,Inf,18.3557792423824
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,1.51238387732624,0.511829711534341,-2.9999,2.0001,NaN,NaN,479.990009434085
34C,1.50645784565365,0.542211186999562,-2.9999,2.0001,NaN,NaN,670.444215365415
36C,NA,NA,NA,NA,NA,NA,NA
38C,5.02566561621911,0,-3,2,NaN,NaN,29.5886408998931
40C,2.62579232648045,0,-3,2,NaN,NaN,57.6388832924504
32C,0,3.85605664798768,3,-2,NaN,0,146.781844499107
34C,0,3.52092959591131,3,-2,NaN,0,134.243394956158
36C,0,1.55685324588058,3,-1.9999,NaN,0,160.335421895986
38C,0.881647331174299,7.29532277982247,3,-1.9999,NaN,NaN,9.11740350344869
40C,NA,NA,NA,NA,NA,NA,NA
32C,0,2.72908417068337,3,2.00000574211629,-Inf,0,146.535666562531
34C,0,2.19366997310361,3,2.00006717863217,-Inf,0,140.034550176011
36C,NA,NA,NA,NA,NA,NA,NA
38C,1.03998132325139,0,3.0001,2,-Inf,Inf,36.8038589647206
40C,NA,NA,NA,NA,NA,NA,NA
32C,NA,NA,NA,NA,NA,NA,NA
34C,NA,NA,NA,NA,NA,NA,NA
36C,NA,NA,NA,NA,NA,NA,NA
38C,NA,NA,NA,NA,NA,NA,NA
40C,NA,NA,NA,NA,NA,NA,NA
32C,3.31357441379157,1.44919895778452,-2.9999,2.5001,NaN,NaN,347.490484829898
34C,1.48836516290792,0.533299955778578,-2.9999,2.5001,NaN,NaN,683.372054150847
